deposits,withdrawals,stakes,product,age,target
60,20,120,bet,30-50,0
30,20,740,bet,<30,0
60,30,40,bet,<30,0
70,30,140,bet,<30,0
80,20,190,gaming,<30,0
70,10,130,bet,<30,1
50,10,80,gaming,<30,0
50,10,90,bet,30-50,0
40,40,140,bet,<30,0
50,20,140,bet,30-50,0
30,20,60,bet,30-50,0
60,10,90,gaming,<30,1
60,10,50,gaming,50+,1
80,40,90,gaming,<30,1
60,20,110,gaming,50+,0
50,30,70,gaming,50+,0
70,30,70,gaming,30-50,0
90,10,150,gaming,<30,1
60,10,140,gaming,30-50,0
10,10,0,bet,30-50,1
60,30,120,gaming,<30,0
50,0,130,bet,30-50,0
10,20,40,bet,<30,1
30,40,30,gaming,50+,0
60,20,60,bet,30-50,0
50,30,1240,bet,<30,1
70,10,80,gaming,<30,1
70,30,160,bet,<30,1
0,30,40,bet,<30,1
60,10,90,bet,30-50,0
30,20,100,gaming,<30,1
30,30,80,gaming,<30,1
40,10,50,gaming,<30,0
50,20,0,bet,50+,0
50,10,110,gaming,<30,0
70,20,130,bet,<30,1
40,NA,120,bet,30-50,0
70,30,70,gaming,30-50,0
20,10,50,gaming,<30,1
30,30,70,gaming,50+,0
20,40,350,gaming,<30,0
0,10,0,gaming,30-50,1
50,20,0,bet,30-50,0
80,0,50,bet,50+,0
30,20,120,gaming,<30,0
50,10,90,gaming,<30,1
70,20,80,gaming,30-50,0
80,0,70,bet,30-50,0
50,10,30,bet,<30,0
30,10,40,bet,30-50,0
30,30,40,bet,<30,0
30,20,0,gaming,30-50,0
40,10,0,gaming,50+,0
30,20,80,gaming,50+,0
100,20,90,gaming,30-50,1
50,20,60,bet,<30,1
50,10,130,bet,50+,1
30,NA,140,bet,50+,0
80,40,10,gaming,30-50,0
30,20,60,gaming,30-50,0
60,10,90,bet,<30,0
40,20,50,gaming,50+,0
70,20,80,gaming,30-50,0
20,20,60,gaming,<30,1
60,10,60,bet,<30,0
60,10,100,bet,30-50,0
30,20,90,gaming,<30,0
30,0,20,bet,<30,1
60,20,70,gaming,<30,0
40,20,0,gaming,<30,1
70,20,140,bet,30-50,1
10,20,70,gaming,50+,1
40,50,70,gaming,30-50,0
40,20,1060,gaming,30-50,0
30,20,50,gaming,<30,0
50,30,120,gaming,50+,0
40,10,60,gaming,30-50,0
50,20,110,bet,<30,0
30,20,930,bet,30-50,0
50,20,140,bet,30-50,0
20,10,20,bet,<30,0
50,10,110,bet,<30,0
60,0,120,gaming,30-50,0
50,10,90,gaming,<30,0
70,10,130,gaming,30-50,1
60,30,120,bet,<30,0
50,20,160,bet,30-50,0
60,20,110,bet,<30,0
80,30,130,gaming,<30,1
70,10,100,bet,<30,0
40,10,20,bet,50+,0
80,10,80,gaming,<30,0
40,30,40,gaming,<30,0
50,40,160,gaming,<30,1
30,10,60,bet,50+,0
30,10,100,gaming,<30,1
50,430,30,gaming,<30,0
50,10,90,gaming,30-50,0
60,20,90,gaming,<30,1
60,0,30,gaming,30-50,0
20,30,80,gaming,50+,0
40,20,70,bet,<30,0
30,30,10,gaming,50+,1
50,30,110,bet,30-50,0
20,30,130,bet,30-50,0
80,10,140,bet,30-50,0
30,10,60,gaming,<30,0
50,10,100,bet,<30,1
80,30,180,bet,30-50,0
80,20,170,gaming,<30,1
30,20,60,gaming,50+,1
70,10,100,gaming,50+,0
20,20,10,gaming,30-50,0
50,40,60,gaming,<30,0
80,20,1170,bet,30-50,1
50,20,70,bet,50+,0
60,30,550,gaming,<30,1
60,10,130,gaming,<30,0
40,10,120,gaming,<30,1
40,10,10,gaming,30-50,0
20,NA,70,gaming,30-50,0
30,10,120,gaming,<30,1
60,20,90,bet,<30,0
60,30,50,gaming,30-50,0
60,20,60,gaming,<30,1
80,20,160,bet,50+,1
40,10,50,bet,<30,1
40,30,120,gaming,<30,0
70,20,110,gaming,<30,0
70,10,960,bet,30-50,1
60,20,130,gaming,<30,0
40,20,90,bet,<30,1
40,20,50,bet,<30,0
10,20,0,gaming,50+,0
60,10,980,gaming,30-50,1
80,20,140,gaming,<30,0
50,20,130,gaming,<30,1
20,30,20,gaming,<30,1
30,10,70,bet,<30,1
90,20,130,bet,30-50,0
40,2710,70,gaming,50+,0
50,10,40,gaming,50+,1
50,20,0,bet,<30,0
70,NA,40,gaming,50+,0
80,10,160,bet,<30,0
50,10,90,bet,<30,0
70,20,680,gaming,30-50,1
50,0,40,bet,<30,0
50,10,30,gaming,30-50,0
70,0,70,gaming,30-50,1
30,30,30,bet,<30,0
90,20,50,bet,<30,0
50,10,0,gaming,30-50,0
80,20,130,gaming,<30,1
40,30,30,bet,<30,1
80,10,80,bet,50+,1
90,0,170,bet,<30,0
40,0,150,gaming,30-50,0
40,40,0,bet,30-50,1
50,NA,70,bet,50+,0
30,10,60,gaming,30-50,0
30,20,50,bet,<30,1
40,20,50,bet,30-50,0
70,20,120,gaming,30-50,0
40,10,50,gaming,30-50,0
40,20,70,bet,<30,0
30,20,80,bet,<30,0
40,0,30,gaming,30-50,0
70,20,80,bet,<30,0
40,20,0,gaming,30-50,0
50,20,120,bet,50+,0
80,10,150,bet,50+,0
50,50,90,bet,<30,0
30,20,100,gaming,30-50,0
70,20,100,gaming,<30,0
70,30,140,gaming,50+,0
40,10,60,bet,<30,1
70,20,120,gaming,<30,1
20,20,110,gaming,<30,0
90,20,180,bet,<30,0
30,10,30,gaming,<30,0
80,10,140,bet,<30,1
70,0,130,gaming,<30,0
50,10,700,bet,<30,1
50,10,120,gaming,30-50,0
60,30,120,gaming,50+,0
10,20,1350,gaming,<30,0
80,20,130,bet,<30,0
60,30,110,gaming,30-50,0
70,10,100,gaming,30-50,0
30,10,10,gaming,<30,0
50,20,60,bet,30-50,0
60,20,60,bet,50+,0
10,40,110,gaming,<30,0
40,10,70,bet,<30,0
30,10,90,gaming,50+,0
60,20,400,gaming,50+,0
40,10,80,gaming,30-50,0
30,20,60,gaming,50+,1
80,0,50,gaming,<30,0
50,30,110,gaming,<30,0
30,20,60,gaming,50+,0
10,30,0,bet,<30,1
30,30,100,bet,<30,0
80,20,200,gaming,<30,0
60,10,120,gaming,<30,0
60,140,80,gaming,50+,0
20,10,70,gaming,<30,0
30,40,140,bet,30-50,0
70,20,160,bet,30-50,1
50,20,80,bet,<30,0
70,10,100,bet,30-50,0
50,10,40,gaming,30-50,0
40,340,60,gaming,30-50,0
70,NA,110,bet,<30,0
30,30,50,gaming,<30,0
30,40,30,gaming,30-50,0
60,10,120,gaming,<30,1
70,0,150,gaming,<30,0
50,NA,20,bet,<30,0
60,30,120,bet,<30,0
50,0,130,bet,<30,0
20,20,50,gaming,30-50,0
30,40,30,gaming,50+,0
80,10,80,bet,30-50,0
60,30,140,bet,<30,1
50,10,70,gaming,<30,0
30,30,120,gaming,30-50,0
20,30,560,gaming,30-50,0
70,10,100,gaming,<30,0
10,20,640,gaming,<30,0
40,20,90,bet,<30,1
10,20,20,bet,30-50,1
70,20,10,bet,30-50,0
70,90,120,bet,<30,0
30,20,90,bet,<30,0
50,20,130,gaming,<30,1
50,30,60,gaming,30-50,0
80,0,1040,bet,<30,1
60,30,100,gaming,<30,1
40,30,60,bet,50+,1
70,10,50,bet,<30,0
40,30,0,bet,30-50,0
50,10,10,gaming,<30,0
90,10,170,bet,<30,0
70,10,110,bet,<30,0
70,20,90,bet,30-50,0
60,0,50,bet,30-50,0
10,NA,0,bet,30-50,0
30,10,40,bet,<30,0
60,30,70,gaming,30-50,0
50,20,20,bet,30-50,0
40,10,0,gaming,50+,1
40,20,90,bet,30-50,0
50,30,40,gaming,<30,0
20,20,30,bet,<30,0
60,NA,140,gaming,30-50,0
10,NA,130,gaming,<30,0
50,40,0,gaming,<30,0
60,20,80,bet,30-50,1
70,10,100,bet,<30,1
60,20,80,bet,<30,1
80,10,920,bet,30-50,1
70,20,110,bet,<30,0
70,10,70,gaming,<30,0
50,10,80,bet,30-50,0
50,20,100,gaming,<30,0
70,0,60,bet,50+,0
60,20,70,gaming,<30,0
20,NA,0,bet,<30,0
80,10,150,gaming,30-50,0
40,20,100,gaming,<30,0
50,50,90,gaming,30-50,0
90,NA,160,bet,30-50,0
50,20,70,gaming,<30,0
60,30,1360,bet,50+,1
70,10,80,gaming,<30,1
50,20,110,gaming,<30,0
70,10,160,gaming,<30,1
40,20,120,bet,30-50,0
30,10,30,gaming,<30,0
40,20,90,bet,<30,0
40,10,100,bet,<30,0
80,10,120,bet,<30,0
90,0,160,gaming,<30,0
40,30,100,bet,<30,0
40,20,150,bet,<30,0
80,20,130,gaming,50+,0
30,30,90,gaming,50+,1
50,10,80,gaming,30-50,0
70,10,50,bet,50+,0
70,10,80,bet,<30,0
60,20,60,bet,50+,0
70,30,170,gaming,30-50,0
80,10,110,bet,50+,1
40,10,110,bet,<30,1
50,20,30,gaming,<30,0
70,10,110,bet,<30,0
30,20,70,bet,50+,1
10,0,0,bet,30-50,1
40,30,100,bet,30-50,0
50,20,90,bet,<30,0
50,30,40,bet,<30,0
60,30,130,gaming,<30,0
40,30,160,gaming,30-50,0
60,10,120,gaming,50+,0
30,NA,60,bet,<30,0
60,10,110,gaming,30-50,1
50,40,150,gaming,<30,1
40,20,130,gaming,30-50,0
70,20,90,bet,<30,0
40,20,80,gaming,<30,0
40,20,20,gaming,<30,0
20,40,30,bet,30-50,0
50,30,90,gaming,50+,0
30,30,50,bet,30-50,0
50,NA,40,bet,50+,0
20,NA,80,bet,50+,0
70,0,140,gaming,<30,1
60,0,30,bet,30-50,0
70,30,1310,bet,30-50,1
50,0,130,gaming,50+,0
80,20,110,gaming,30-50,0
40,30,40,gaming,30-50,1
90,10,920,bet,<30,1
60,30,130,bet,30-50,0
60,10,70,gaming,<30,0
30,30,990,gaming,<30,1
50,30,80,bet,<30,0
30,10,60,bet,50+,1
60,20,130,bet,30-50,0
20,1360,70,bet,<30,0
60,10,70,gaming,30-50,0
70,290,20,bet,30-50,0
20,10,70,gaming,50+,1
60,20,110,bet,30-50,0
70,20,150,gaming,<30,1
90,30,100,gaming,<30,1
40,10,70,bet,<30,0
40,30,80,bet,30-50,0
30,30,60,gaming,30-50,0
70,0,60,bet,30-50,0
40,30,0,bet,50+,1
40,10,0,gaming,30-50,0
40,10,130,gaming,<30,0
60,10,100,gaming,30-50,0
70,20,80,gaming,50+,1
50,0,40,bet,<30,1
50,10,20,bet,<30,0
60,0,70,bet,30-50,0
80,20,90,bet,30-50,1
20,20,0,bet,50+,1
70,0,0,bet,30-50,0
50,20,100,gaming,30-50,0
20,30,10,gaming,50+,1
50,20,60,gaming,<30,0
60,10,130,gaming,50+,0
30,0,140,bet,30-50,0
30,40,0,bet,<30,0
50,20,70,gaming,30-50,0
30,10,60,bet,<30,0
20,NA,40,gaming,50+,1
80,10,90,gaming,50+,0
20,NA,60,gaming,<30,0
50,10,50,gaming,50+,0
10,20,50,gaming,<30,0
30,20,90,gaming,<30,1
40,0,30,bet,<30,1
10,30,20,bet,50+,1
30,20,0,bet,<30,0
10,20,880,bet,30-50,0
40,20,100,gaming,<30,0
40,50,80,bet,<30,0
10,20,90,bet,50+,0
80,20,100,bet,<30,0
40,30,120,gaming,30-50,0
60,10,80,bet,<30,0
10,20,610,gaming,<30,0
60,20,1300,bet,<30,1
60,20,150,gaming,50+,1
40,10,40,bet,<30,1
30,20,80,bet,30-50,0
50,0,120,bet,<30,1
60,10,100,bet,<30,0
60,10,130,gaming,30-50,1
20,30,90,gaming,<30,0
60,20,1500,gaming,50+,1
50,20,110,gaming,<30,0
50,30,110,bet,<30,1
30,20,60,bet,30-50,0
60,10,40,bet,<30,1
80,10,90,bet,<30,0
50,30,50,gaming,<30,0
10,40,120,bet,<30,0
70,10,100,bet,30-50,0
50,10,120,gaming,<30,0
40,20,20,gaming,<30,0
50,10,90,gaming,30-50,1
70,20,100,gaming,<30,1
60,0,290,bet,30-50,0
30,30,90,gaming,<30,0
60,20,100,bet,<30,0
50,30,40,bet,<30,1
70,30,130,gaming,<30,0
60,30,170,gaming,<30,1
50,10,120,bet,30-50,1
60,10,80,gaming,50+,0
50,10,100,gaming,50+,0
60,40,160,bet,30-50,0
50,20,140,bet,<30,0
70,20,100,gaming,<30,0
60,10,90,bet,30-50,0
40,20,30,bet,30-50,0
80,40,90,gaming,<30,0
50,30,90,gaming,30-50,0
80,20,100,bet,30-50,1
30,40,30,gaming,30-50,1
60,10,120,gaming,50+,0
50,10,130,gaming,<30,1
40,50,50,gaming,<30,0
80,30,1410,gaming,30-50,1
40,0,120,bet,<30,0
30,20,620,bet,<30,0
20,40,20,gaming,<30,1
50,20,50,gaming,30-50,0
40,NA,110,bet,50+,1
70,10,80,gaming,<30,1
60,30,140,bet,50+,0
50,30,90,bet,30-50,0
40,10,80,gaming,<30,0
80,10,150,gaming,<30,0
30,NA,70,gaming,50+,0
70,10,70,gaming,<30,0
60,20,0,bet,30-50,0
60,0,120,gaming,50+,1
80,20,140,gaming,<30,0
30,20,110,bet,<30,0
50,30,60,bet,50+,0
60,0,100,gaming,<30,1
40,30,80,bet,<30,0
30,30,60,gaming,30-50,1
60,10,520,gaming,30-50,1
30,30,0,gaming,<30,0
50,10,20,gaming,30-50,0
30,20,120,gaming,<30,0
70,10,110,bet,30-50,0
30,NA,50,bet,50+,0
50,0,40,gaming,50+,0
40,20,10,gaming,<30,0
30,10,40,gaming,<30,0
10,30,10,bet,<30,0
60,20,20,bet,50+,0
50,10,0,bet,30-50,0
60,20,110,gaming,30-50,0
40,30,380,bet,50+,0
60,20,70,bet,30-50,0
60,0,140,gaming,<30,0
50,0,160,bet,50+,0
30,40,0,bet,<30,1
90,10,110,gaming,<30,0
30,10,60,gaming,<30,1
50,20,60,gaming,30-50,0
50,690,60,gaming,30-50,0
30,20,70,gaming,50+,0
30,10,40,gaming,<30,1
60,10,90,gaming,<30,0
30,20,90,gaming,30-50,0
50,0,40,bet,30-50,0
40,NA,50,gaming,<30,0
60,10,20,gaming,50+,1
90,10,160,gaming,30-50,0
40,20,100,bet,<30,0
50,50,90,gaming,50+,1
80,20,150,bet,<30,0
40,20,600,gaming,<30,0
80,30,160,gaming,50+,0
50,10,70,bet,30-50,0
80,10,140,gaming,30-50,1
10,20,100,bet,30-50,0
40,20,130,bet,30-50,0
30,10,230,bet,30-50,0
30,20,80,gaming,<30,0
60,0,120,bet,50+,0
60,10,100,gaming,<30,1
50,10,110,gaming,<30,1
40,30,100,gaming,30-50,1
60,20,170,gaming,<30,0
40,20,100,bet,30-50,0
50,30,110,bet,50+,0
70,10,100,bet,<30,0
40,10,20,bet,30-50,0
90,10,90,gaming,<30,0
40,30,40,gaming,<30,0
40,40,1300,gaming,<30,1
20,10,50,gaming,50+,0
30,10,100,bet,<30,0
40,20,20,gaming,50+,1
40,10,80,gaming,<30,0
60,20,90,bet,30-50,1
50,0,20,bet,<30,0
20,30,80,bet,50+,0
30,20,60,gaming,50+,0
40,30,20,bet,50+,0
50,30,1050,gaming,<30,1
50,30,160,bet,<30,1
50,10,120,bet,30-50,0
20,10,40,bet,30-50,0
70,NA,120,bet,30-50,0
60,30,170,bet,50+,1
60,20,150,bet,<30,0
30,NA,60,gaming,<30,0
20,240,510,bet,50+,0
60,10,50,gaming,<30,0
70,40,80,gaming,50+,1
60,20,100,gaming,50+,1
10,30,30,gaming,50+,0
40,40,470,bet,<30,1
60,NA,130,bet,<30,1
50,10,1200,bet,30-50,1
60,0,30,gaming,<30,1
50,30,110,bet,50+,0
80,0,160,bet,50+,0
40,20,70,gaming,<30,0
70,30,60,gaming,30-50,0
60,NA,60,gaming,50+,0
60,30,130,bet,50+,0
40,10,50,bet,<30,0
30,30,1270,gaming,<30,1
40,30,70,gaming,30-50,0
40,10,70,bet,50+,0
70,20,140,gaming,50+,1
40,20,80,gaming,50+,0
40,10,50,bet,30-50,0
90,10,30,gaming,30-50,0
70,0,120,gaming,<30,0
60,20,120,bet,50+,1
50,20,130,bet,<30,0
40,30,50,gaming,<30,0
30,10,60,bet,<30,1
70,30,120,bet,<30,1
40,30,60,bet,<30,0
30,10,210,gaming,30-50,0
60,20,0,gaming,<30,0
40,10,10,bet,30-50,0
20,20,110,bet,30-50,0
50,10,90,gaming,30-50,0
60,30,730,gaming,30-50,1
50,0,40,bet,<30,1
50,10,20,gaming,50+,0
70,NA,80,gaming,50+,0
80,20,80,gaming,<30,0
40,20,0,bet,<30,0
60,0,0,gaming,30-50,0
80,20,130,gaming,<30,0
70,30,60,gaming,<30,0
20,20,30,gaming,30-50,0
80,0,150,bet,30-50,0
80,0,190,gaming,<30,0
30,40,0,gaming,<30,0
60,20,80,bet,50+,0
100,10,130,gaming,30-50,0
40,20,60,bet,50+,1
60,20,70,gaming,<30,0
10,20,60,bet,<30,0
40,10,490,gaming,<30,1
40,NA,70,bet,30-50,0
40,20,100,bet,<30,0
50,0,40,bet,<30,0
60,20,730,gaming,30-50,1
40,20,0,bet,30-50,0
70,20,130,bet,30-50,0
50,20,1330,bet,50+,1
40,50,80,bet,30-50,0
50,190,130,gaming,30-50,0
70,NA,90,bet,50+,0
50,30,130,gaming,30-50,1
50,10,70,gaming,<30,0
20,20,80,gaming,50+,1
50,20,130,bet,30-50,0
0,20,90,bet,30-50,0
100,0,100,bet,30-50,0
70,10,120,bet,<30,0
50,0,110,bet,<30,0
60,10,90,bet,30-50,0
30,380,100,bet,<30,0
20,30,90,bet,<30,0
80,10,200,bet,30-50,0
70,20,120,gaming,<30,0
70,30,130,bet,30-50,0
20,20,50,bet,<30,1
40,10,20,bet,<30,0
30,20,30,gaming,30-50,0
60,20,60,bet,<30,1
40,40,140,gaming,50+,1
50,10,80,bet,<30,0
80,10,150,bet,<30,0
50,20,30,bet,50+,0
80,10,120,gaming,30-50,1
40,20,70,bet,<30,0
60,0,30,gaming,30-50,0
50,30,110,bet,<30,0
40,20,80,gaming,30-50,1
80,30,60,bet,50+,1
50,30,120,bet,<30,0
80,20,200,bet,<30,0
80,10,140,gaming,30-50,0
40,10,70,gaming,<30,1
40,10,90,bet,30-50,0
80,30,180,gaming,<30,0
30,20,120,bet,50+,0
70,20,90,bet,<30,0
70,10,100,bet,<30,0
50,20,30,bet,50+,0
60,40,760,bet,<30,1
20,30,70,bet,<30,0
70,20,90,gaming,<30,0
90,30,80,bet,<30,0
50,10,110,gaming,30-50,0
80,0,160,gaming,<30,1
80,0,50,gaming,<30,0
30,30,80,gaming,<30,1
20,10,100,gaming,<30,0
50,NA,840,gaming,<30,1
40,40,40,gaming,<30,1
80,10,80,bet,<30,0
40,30,120,gaming,<30,0
20,NA,40,gaming,50+,0
30,30,120,gaming,<30,1
60,30,90,gaming,<30,0
50,10,80,bet,<30,1
70,20,140,bet,30-50,1
50,20,100,bet,<30,0
40,10,50,bet,<30,0
60,20,0,gaming,50+,0
90,0,140,bet,30-50,0
30,20,890,bet,30-50,0
30,20,110,gaming,<30,1
40,30,50,gaming,30-50,0
70,0,110,bet,50+,0
50,30,90,bet,30-50,0
40,30,60,bet,<30,0
40,10,20,gaming,<30,0
80,20,0,bet,50+,0
40,10,10,gaming,<30,0
70,10,150,gaming,<30,1
40,10,80,bet,50+,1
60,30,70,gaming,<30,1
70,0,60,bet,50+,0
50,10,30,bet,50+,0
50,10,50,bet,30-50,0
50,30,50,gaming,30-50,0
60,20,270,bet,30-50,1
40,10,0,bet,50+,1
60,20,110,bet,<30,0
60,30,50,gaming,<30,0
50,20,60,gaming,<30,0
50,10,1340,bet,50+,1
70,0,180,gaming,<30,0
20,40,0,gaming,<30,1
70,20,90,gaming,30-50,0
50,10,80,bet,<30,0
50,20,670,gaming,<30,0
90,10,100,bet,<30,1
70,20,110,bet,50+,0
50,10,610,gaming,<30,1
60,10,90,bet,30-50,0
30,20,80,gaming,30-50,0
60,0,50,bet,<30,1
40,NA,50,gaming,30-50,1
70,10,40,bet,30-50,0
20,20,90,bet,<30,0
30,20,100,bet,50+,1
60,40,100,gaming,50+,0
60,20,130,gaming,<30,0
90,NA,110,gaming,30-50,0
10,30,80,gaming,50+,1
40,10,60,gaming,30-50,0
30,20,90,gaming,30-50,0
60,10,150,bet,<30,1
40,20,130,gaming,50+,0
40,10,40,bet,30-50,0
40,20,100,bet,50+,0
0,10,70,bet,30-50,0
20,20,60,gaming,30-50,0
60,NA,130,bet,50+,0
80,30,140,bet,<30,1
90,10,200,gaming,30-50,0
60,20,120,gaming,30-50,0
70,30,1290,bet,<30,1
60,10,90,gaming,<30,1
50,10,30,bet,30-50,0
70,10,80,gaming,50+,0
60,20,60,bet,<30,1
70,30,1830,gaming,50+,1
40,10,70,gaming,50+,0
50,10,110,gaming,<30,0
30,20,20,gaming,<30,1
40,10,80,bet,<30,0
50,20,80,gaming,<30,0
30,0,0,gaming,<30,1
40,30,110,gaming,<30,0
60,20,100,bet,50+,0
40,30,30,gaming,<30,0
50,270,120,bet,<30,0
50,30,160,bet,30-50,0
10,20,80,bet,<30,0
70,10,100,gaming,<30,1
80,0,130,bet,<30,0
40,40,140,gaming,30-50,0
50,20,140,bet,<30,0
50,20,80,gaming,<30,0
20,20,50,gaming,<30,0
60,10,50,bet,<30,1
80,40,90,bet,<30,0
40,30,90,gaming,<30,0
40,30,60,bet,<30,0
70,30,70,gaming,<30,1
70,10,130,bet,<30,0
50,10,130,gaming,30-50,0
70,0,40,bet,30-50,0
100,20,150,gaming,50+,0
10,10,90,bet,30-50,0
20,20,60,gaming,<30,0
30,40,30,gaming,50+,0
80,10,80,bet,<30,0
40,30,110,gaming,<30,1
50,10,60,gaming,30-50,0
40,30,130,gaming,<30,0
40,30,70,bet,30-50,0
0,20,20,gaming,<30,1
50,20,120,bet,<30,0
40,20,80,gaming,<30,1
30,20,40,gaming,<30,0
70,20,10,bet,30-50,0
30,10,90,bet,30-50,0
60,160,120,bet,50+,0
30,20,120,bet,<30,0
40,30,50,gaming,30-50,0
0,10,20,gaming,<30,0
30,30,70,bet,30-50,0
20,40,50,bet,50+,0
10,10,0,bet,30-50,0
50,20,0,bet,<30,0
80,0,50,gaming,30-50,0
80,10,160,gaming,<30,1
40,10,80,bet,30-50,0
70,20,80,gaming,30-50,1
50,0,40,bet,<30,0
50,10,20,bet,50+,1
40,10,50,gaming,<30,0
50,30,60,gaming,<30,1
20,30,0,bet,50+,1
50,10,0,bet,<30,0
50,20,90,gaming,<30,0
100,20,90,gaming,<30,0
60,20,70,bet,50+,0
50,10,130,gaming,50+,0
20,0,130,gaming,<30,1
30,40,0,gaming,30-50,0
60,20,80,gaming,<30,0
60,10,80,bet,50+,0
70,20,90,gaming,<30,0
100,10,110,gaming,<30,0
20,20,60,bet,<30,0
30,10,30,gaming,30-50,0
60,10,90,gaming,50+,1
90,20,140,gaming,50+,1
40,0,30,bet,<30,1
30,30,50,bet,<30,0
10,20,0,gaming,<30,0
20,20,80,gaming,50+,1
70,10,140,bet,<30,0
40,NA,80,bet,30-50,1
50,20,130,bet,30-50,0
60,20,80,bet,<30,1
50,30,130,gaming,<30,0
80,0,100,gaming,<30,0
50,20,110,gaming,30-50,0
50,20,140,gaming,<30,0
50,20,140,bet,30-50,0
70,0,70,bet,<30,0
60,10,110,bet,<30,0
40,0,110,bet,<30,0
60,NA,1130,bet,50+,1
20,10,800,bet,30-50,0
70,30,130,bet,<30,1
50,20,170,gaming,<30,1
40,20,90,bet,30-50,0
30,NA,90,gaming,<30,1
40,20,70,bet,50+,0
30,10,100,gaming,30-50,0
50,20,60,bet,<30,0
50,30,50,gaming,<30,0
60,30,160,gaming,30-50,0
60,10,90,bet,30-50,0
30,NA,100,gaming,<30,0
80,20,70,bet,30-50,0
30,10,70,gaming,<30,1
50,20,80,gaming,30-50,0
50,NA,20,bet,30-50,0
60,30,120,bet,50+,0
50,20,90,bet,50+,0
50,30,30,bet,50+,0
30,30,100,bet,30-50,0
50,30,160,gaming,30-50,1
40,10,100,gaming,<30,1
50,10,80,gaming,30-50,0
80,0,130,gaming,30-50,1
50,40,150,bet,30-50,0
40,20,130,bet,<30,0
80,20,100,gaming,<30,0
80,10,110,gaming,50+,0
10,20,0,gaming,30-50,1
70,40,80,bet,<30,0
0,30,50,gaming,<30,1
60,20,70,bet,<30,0
60,30,60,gaming,30-50,0
40,10,110,gaming,<30,1
60,NA,140,gaming,<30,0
80,0,50,gaming,30-50,0
20,30,70,gaming,<30,1
60,0,140,bet,<30,1
40,20,70,gaming,50+,1
70,30,70,gaming,<30,0
70,20,70,bet,<30,0
50,30,120,bet,<30,0
50,10,70,gaming,30-50,0
40,30,130,bet,<30,1
10,30,40,gaming,30-50,0
50,10,80,gaming,<30,1
40,20,110,bet,30-50,0
60,20,110,gaming,<30,0
20,20,20,bet,<30,1
50,20,0,bet,30-50,0
30,10,90,gaming,<30,1
80,20,140,gaming,<30,1
50,20,130,gaming,50+,0
30,30,40,bet,50+,0
40,10,80,bet,50+,1
20,30,70,bet,30-50,0
60,30,90,bet,30-50,1
80,0,70,gaming,<30,0
70,20,0,gaming,<30,1
40,10,10,bet,<30,0
30,20,110,bet,50+,0
70,10,110,bet,<30,0
20,30,30,gaming,<30,1
60,0,50,gaming,30-50,0
40,NA,10,bet,30-50,0
70,0,610,bet,<30,1
50,30,60,gaming,30-50,0
80,20,50,bet,30-50,0
60,0,0,gaming,<30,0
60,20,110,bet,<30,0
80,30,70,gaming,50+,0
90,10,100,gaming,30-50,0
50,10,130,gaming,<30,0
50,0,160,gaming,<30,1
70,40,0,gaming,30-50,0
60,20,80,bet,50+,0
50,10,80,bet,30-50,0
30,20,40,gaming,<30,0
20,20,30,bet,<30,0
60,20,100,gaming,<30,0
50,10,50,gaming,<30,0
60,10,100,bet,30-50,0
40,20,90,gaming,30-50,0
30,0,20,gaming,<30,1
40,NA,50,bet,<30,0
50,10,20,bet,30-50,0
10,20,80,bet,<30,0
20,20,80,bet,30-50,0
30,50,70,gaming,<30,0
60,20,130,bet,<30,0
50,20,70,gaming,<30,0
30,30,110,gaming,<30,0
40,10,60,gaming,<30,0
50,20,110,bet,<30,0
20,20,110,gaming,<30,0
20,20,110,bet,50+,1
20,10,20,bet,<30,1
60,10,120,gaming,30-50,0
50,0,110,gaming,<30,1
60,10,90,gaming,<30,1
50,10,120,gaming,30-50,1
50,30,110,gaming,<30,1
30,20,1260,bet,50+,0
40,20,100,gaming,30-50,0
30,30,90,gaming,30-50,0
50,10,80,bet,30-50,0
40,10,20,gaming,50+,1
40,20,40,gaming,<30,0
50,30,50,bet,<30,1
40,40,1250,bet,<30,0
60,10,90,bet,30-50,0
70,10,140,bet,30-50,0
20,20,10,gaming,<30,0
50,10,90,bet,<30,0
60,20,90,bet,<30,0
60,0,20,gaming,<30,0
40,30,100,gaming,<30,0
20,30,60,gaming,<30,0
50,30,40,bet,<30,0
50,30,120,bet,<30,0
80,20,1970,bet,<30,1
30,10,100,bet,<30,0
30,10,60,gaming,30-50,0
40,10,80,gaming,<30,0
50,40,150,gaming,<30,1
60,NA,150,gaming,30-50,0
80,20,110,bet,<30,0
80,10,110,gaming,<30,0
60,10,50,bet,<30,0
50,40,60,bet,<30,0
70,20,110,gaming,50+,0
20,30,40,bet,<30,1
60,30,60,gaming,50+,0
30,10,90,bet,<30,0
40,10,120,gaming,30-50,0
20,10,0,gaming,30-50,0
30,NA,90,bet,30-50,1
70,0,160,bet,<30,1
40,20,70,gaming,<30,1
60,30,60,bet,<30,0
80,10,80,bet,<30,0
20,30,100,gaming,<30,0
50,NA,830,gaming,<30,1
50,30,140,gaming,30-50,0
70,20,110,gaming,<30,1
70,NA,100,bet,50+,1
70,20,140,gaming,<30,1
60,20,110,gaming,30-50,0
70,10,80,gaming,50+,1
50,20,0,bet,50+,0
40,10,100,gaming,30-50,0
30,210,90,bet,<30,0
30,20,110,bet,50+,0
40,30,50,gaming,50+,0
